PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P08607,Adyar,1182,24-10-2007,50,1.0,1.0,3,Normal Sale,Yes,28-10-1990,House,AllPub,No Access,RL,3.2,3.5,3.1,3.21,374948,39468,9867055
P03543,Adyar,1300,05-03-2011,72,2.0,2.0,4,AbNormal,No,11-03-1984,House,AllPub,Gravel,RM,2.2,2.3,3.8,3.02,439572,65936,10989305
P06445,Karapakkam,1095,18-08-2009,190,1.0,1.0,3,Partial,Yes,26-08-1977,House,ELO,No Access,I,2.7,3.0,2.7,2.79,246263,65670,5472500
P07995,Adyar,833,27-05-2008,130,1.0,1.0,3,Partial,No,30-05-1998,Commercial,AllPub,No Access,RM,2.8,4.7,2.0,2.78,390808,167489,11165950
P00848,Anna Nagar,1719,17-06-2013,126,1.0,1.0,4,AbNormal,No,22-06-1993,Others,AllPub,Gravel,RL,3.1,4.2,4.8,4.055,411427,164571,13714220
P09860,Velachery,1734,28-01-2005,87,2.0,1.0,4,Family,No,31-01-1995,Others,NoSeWa,No Access,RM,4.6,2.0,3.3,3.04,325789,111990,10180900
P04105,Karapakkam,1585,06-11-2010,48,2.0,2.0,4,Partial,No,17-11-1965,Commercial,ELO,Paved,RM,3.3,3.8,3.5,3.53,503864,215942,11996750
P06082,Chrompet,985,27-10-2009,2,1.0,1.0,3,AdjLand,No,03-11-1982,House,AllPub,Gravel,RM,4.1,4.6,3.1,4.0,239336,153175,9573450
P05598,Chrompet,760,27-01-2010,73,1.0,1.0,2,AbNormal,Yes,31-01-1994,Others,NoSeWa,No Access,RM,3.2,2.8,4.4,3.4,238538,144826,8519200
P08394,Adyar,1065,16-01-2008,81,1.0,1.0,3,Family,No,17-01-2003,House,ELO,Gravel,A,4.3,3.8,3.6,3.85,267426,41142,6857075
P08585,Velachery,1700,29-10-2007,126,2.0,1.0,4,AdjLand,Yes,08-11-1965,House,NoSeWa,No Access,A,4.2,3.9,2.3,3.5,278399,80589,7326290
P06228,Velachery,1961,02-10-2009,37,3.0,2.0,5,Partial,No,08-10-1984,Others,AllPub,No Access,RL,3.1,4.2,2.1,3.3,340507,82547,10318400
P01734,Karapakam,1387,17-02-2012,188,2.0,2.0,4,Family,No,19-02-2003,Commercial,NoSeWa,Paved,RM,2.4,4.0,4.6,3.76,404422,285474,11894750
P04561,Karapakkam,645,08-08-2010,23,1.0,1.0,2,Family,Yes,12-08-1993,House,AllPub,No Access,C,4.8,5.0,3.2,4.22,171466,108294,4512250
P00192,Anna Nagar,1562,10-10-2014,161,1.0,1.0,4,AdjLand,Yes,21-10-1970,Commercial,NoSeWa,No Access,RH,2.1,3.5,2.4,2.57,657946,259716,17314380
P07848,Adyar,642,14-07-2008,72,1.0,1.0,2,AbNormal,Yes,17-07-1998,House,NoSewr ,Gravel,RH,2.0,4.0,4.0,3.4,243635,89333,8121150
P02830,Karapakkam,1226,17-07-2011,66,1.0,1.0,3,Normal Sale,No,25-07-1977,Others,NoSewr ,No Access,I,3.2,4.4,3.1,3.52,188636,114325,5716250
P05619,Velachery,1769,24-01-2010,31,2.0,1.0,4,Normal Sale,Yes,04-02-1968,Others,NoSeWa,Gravel,RH,3.9,2.5,2.4,2.82,356733,86481,10810090
P01200,T Nagar,1665,27-10-2012,159,1.0,1.0,4,Normal Sale,Yes,02-11-1990,Commercial,AllPub,Paved,RM,5.0,3.1,4.8,4.435,516407,103281,20656290
P05456,Karapakkam,801,20-02-2010,80,1.0,1.0,2,AbNormal,No,24-02-1993,House,AllPub,Gravel,C,3.4,3.6,3.4,3.46,191454,95727,5038250
P08344,Velachery,1601,06-02-2008,36,2.0,1.0,4,Partial,Yes,15-02-1971,Commercial,NoSeWa,Paved,I,2.0,2.5,3.8,2.77,403834,260538,13026890
P09931,Velachery,1926,29-08-2004,24,3.0,2.0,5,Normal Sale,No,09-09-1963,Others,ELO,Paved,I,2.6,5.0,3.7,4.01,379105,142164,9477620
P08107,Chrompet,1110,24-04-2008,71,1.0,1.0,3,Family,Yes,03-05-1975,Commercial,NoSeWa,No Access,RH,3.5,2.4,3.6,3.09,398586,157019,12078350
P09018,Adyar,916,12-05-2007,107,1.0,1.0,3,Partial,No,21-05-1969,Others,AllPub,Gravel,A,2.5,2.3,2.0,2.21,228552,30885,6177070
P06877,Chrompet,1127,30-04-2009,38,1.0,1.0,3,AbNormal,No,08-05-1977,House,NoSewr ,Gravel,RL,2.2,3.2,3.2,2.9,265248,61891,8841600
P09896,Velachery,1662,19-11-2004,55,2.0,1.0,4,AbNormal,Yes,27-11-1974,Others,ELO,Paved,A,3.2,4.5,2.2,3.49,320258,143273,8427850
P09793,Velachery,1751,15-07-2005,18,2.0,1.0,4,Partial,Yes,21-07-1982,House,AllPub,Paved,RL,4.7,2.0,3.3,3.07,362551,165738,10358610
P06053,KK Nagar,1781,02-11-2009,185,3.0,2.0,5,Partial,Yes,04-11-2003,Commercial,NoSewr ,Gravel,RL,4.6,4.2,4.4,4.4,679338,274970,16174720
P04356,Karapakkam,1176,16-09-2010,178,1.0,1.0,3,AbNormal,No,28-09-1962,Others,AllPub,Gravel,I,4.1,4.2,4.3,4.21,271666,106016,6626000
P00878,Chrompt,1180,30-05-2013,195,1.0,1.0,3,Normal Sale,No,08-06-1979,Commercial,NoSewr ,No Access,RH,2.4,4.1,2.6,3.14,319397,153784,11829500
P01831,Chrompet,1270,31-01-2012,134,2.0,1.0,4,Family,No,04-02-1993,House,NoSewr ,Paved,RH,3.2,3.7,3.2,3.4,231467,25719,8572850
P03037,T Nagar,1886,09-06-2011,53,2.0,1.0,5,Normal Sale,No,12-06-1997,Others,AllPub,Gravel,RM,2.0,3.4,4.1,3.295,477899,262074,15416110
P04602,KK Nagar,2219,02-08-2010,94,3.0,2.0,5,Partial,Yes,04-08-2002,House,NoSewr ,Gravel,RL,5.0,4.8,3.8,4.46,495294,210500,12382360
P06386,Velachery,1545,30-08-2009,157,2.0,1.0,4,Family,Yes,05-09-1987,Others,ELO,Gravel,I,3.2,3.4,2.6,3.11,309593,154797,9674790
P06729,KK Nagar,1425,11-06-2009,106,2.0,1.0,4,Normal Sale,No,15-06-1995,House,NoSewr ,Paved,RL,3.8,3.4,3.8,3.68,303705,69418,8677280
P04239,Velachery,1713,08-10-2010,72,2.0,1.0,4,Normal Sale,Yes,17-10-1974,House,NoSewr ,Paved,A,2.7,2.4,4.9,3.23,292206,118462,7897470
P01154,Chrompet,1095,25-11-2012,52,1.0,1.0,3,Partial,No,30-11-1993,House,AllPub,Gravel,RH,4.2,4.8,3.9,4.35,276119,108774,8367250
P07737,KK Nagar,2407,16-08-2008,43,4.0,2.0,6,Partial,No,23-08-1980,Commercial,NoSeWa,Paved,RH,3.6,3.6,4.4,3.92,547192,427494,17099760
P02183,Chrompet,1149,22-11-2011,191,1.0,1.0,3,Partial,No,25-11-1996,Commercial,AllPub,No Access,RL,2.5,2.1,2.2,2.25,344866,73900,12316650
P04665,Chrompet,1074,23-07-2010,100,1.0,1.0,3,AbNormal,No,27-07-1994,Others,NoSewr ,Gravel,RL,3.0,3.4,4.9,3.73,288821,86646,9627380
P09707,Velachery,1832,15-01-2006,5,3.0,2.0,5,AdjLand,Yes,27-01-1960,House,NoSeWa,No Access,A,3.3,5.0,4.3,4.37,266970,94225,7852070
P00257,T Nagar,1995,21-08-2014,151,2.0,1.0,5,Partial,No,27-08-1990,House,ELO,No Access,RM,4.5,2.6,4.2,3.89,382691,89295,12756380
P00852,Chrompet,1229,14-06-2013,146,2.0,1.0,4,Family,No,21-06-1987,House,NoSeWa,Gravel,RL,3.4,3.1,4.1,3.49,278859,102248,9295300
P08794,Chrompet,1286,16-08-2007,105,2.0,1.0,4,AbNormal,No,24-08-1973,House,AllPub,No Access,RM,2.2,2.2,4.9,3.01,292906,118993,9153300
P06930,KK Nagar,1409,16-04-2009,85,2.0,1.0,4,Normal Sale,No,22-04-1986,House,NoSewr ,Paved,RL,4.8,4.0,4.7,4.52,282007,111094,8545660
P06083,Anna Nagar,1522,27-10-2009,15,1.0,1.0,4,Family,No,31-10-1992,Others,AllPub,No Access,RL,4.9,4.3,3.5,4.19,451796,220106,11584500
P07987,Velachery,1775,30-05-2008,106,2.0,1.0,4,Family,No,06-06-1981,House,NoSewr ,Gravel,I,2.1,3.2,2.6,2.75,287479,174230,8711490
P06009,KK Nagar,2443,11-11-2009,118,4.0,2.0,6,Normal Sale,No,16-11-1989,House,AllPub,Paved,RL,2.0,4.7,3.7,3.49,539801,140818,11734800
P09300,Chrompet,1092,26-01-2007,80,1.0,1.0,3,AdjLand,Yes,05-02-1967,Commercial,NoSewr ,Paved,RL,3.2,4.6,2.3,3.49,381035,217734,13608400
P06730,Velachery,1818,10-06-2009,77,3.0,2.0,5,AbNormal,Yes,16-06-1986,Others,NoSeWa,Gravel,A,4.6,5.0,4.0,4.6,306607,197811,9890560
P06017,Karapakkam,727,09-11-2009,88,1.0,1.0,2,Family,Yes,12-11-1996,Others,ELO,Paved,I,3.8,2.7,3.1,3.19,228535,99618,5859875
P05096,Karapakkam,924,02-05-2010,181,1.0,1.0,3,AdjLand,Yes,10-05-1976,Others,AllPub,Gravel,RM,2.0,3.6,2.1,2.52,346332,118482,9114000
P09325,Chrompet,714,17-01-2007,55,1.0,1.0,2,Normal Sale,Yes,26-01-1971,Commercial,ELO,No Access,RM,3.5,4.7,4.3,4.22,299060,82499,10312400
P03690,Karapakkam,1397,30-01-2011,118,2.0,2.0,4,Partial,Yes,11-02-1963,Commercial,NoSewr ,Paved,C,4.9,4.4,4.5,4.59,444960,177984,9888000
P01492,KK Nagar,1437,02-04-2012,104,2.0,1.0,4,Family,No,08-04-1989,Others,AllPub,Gravel,RM,3.8,4.6,2.6,3.56,489629,102006,10200600
P06774,Chrompet,1002,29-05-2009,132,1.0,1.0,3,AdjLand,Yes,05-06-1983,Others,NoSeWa,Paved,RH,5.0,4.7,3.2,4.34,269568,102250,9295440
P03902,Karapakkam,1568,17-12-2010,143,2.0,2.0,4,AdjLand,Yes,20-12-1996,Commercial,NoSeWa,No Access,A,2.6,3.6,3.9,3.42,376650,209250,10462500
P09462,Velachery,1618,25-11-2006,8,2.0,1.0,4,Normal Sale,No,07-12-1958,Commercial,AllPub,Paved,A,4.2,4.5,3.7,4.19,458492,91698,11462310
P00927,Chrompet,906,29-04-2013,64,1.0,1.0,3,Normal Sale,No,07-05-1981,Commercial,NoSeWa,Paved,RH,3.2,2.3,2.9,2.75,327251,30680,10226600
P06891,Velachery,1769,27-04-2009,137,2.0,1.0,4,AbNormal,Yes,03-05-1985,Others,AllPub,Gravel,A,3.8,2.7,2.0,2.77,385067,192534,9626680
P08858,Chrompet,857,23-07-2007,27,1.0,1.0,3,AbNormal,Yes,29-07-1981,Others,AllPub,No Access,RL,3.0,2.4,4.8,3.3,279562,127074,8471590
P08054,Adyar,960,09-05-2008,166,1.0,1.0,3,Family,Yes,16-05-1982,Others,ELO,Paved,I,3.1,4.4,5.0,4.31,252843,50569,8428090
P06177,Karapakkam,627,09-10-2009,187,1.0,1.0,2,Normal Sale,No,11-10-2003,House,NoSeWa,NoAccess,RM,3.0,3.1,3.7,3.31,180699,104922,5829000
P05136,Anna Nagar,1867,23-04-2010,149,2.0,1.0,5,AbNormal,No,04-05-1965,House,NoSeWa,No Access,RH,2.3,2.6,2.0,2.255,268034,182263,10721350
P05886,KK Nagar,1587,05-12-2009,53,2.0,1.0,4,Partial,No,06-12-2004,Commercial,NoSeWa,Gravel,RL,3.2,4.1,2.7,3.27,688215,206465,13764300
P07845,Chrompet,1203,15-07-2008,107,2.0,1.0,4,AdjLand,Yes,25-07-1970,Commercial,AllPub,No Access,RH,4.7,3.1,2.8,3.49,337288,188881,13491500
P05299,Karapakkam,939,23-03-2010,35,1.0,1.0,3,Family,No,30-03-1982,Commercial,ELO,Paved,RM,4.7,2.8,3.8,3.77,338513,192129,9149000
P01840,Anna Nagar,1543,30-01-2012,97,1.0,1.0,4,Normal Sale,Yes,02-02-1999,Commercial,NoSeWa,No Access,RL,4.5,2.2,2.3,3.045,578573,235045,18080410
P05113,Adyar,765,28-04-2010,43,1.0,1.0,2,AbNormal,Yes,01-05-1999,House,AllPub,Gravel,RL,2.2,2.4,3.8,3.04,297685,37211,9302665
P01951,Adyar,1275,09-01-2012,120,2.0,2.0,4,AbNormal,Yes,15-01-1988,Others,ELO,Paved,A,3.2,3.4,4.4,3.84,301177,115156,8858160
P00683,Anna Nagar,1797,18-10-2013,24,1.0,1.0,4,Partial,Yes,29-10-1970,House,NoSewr ,Gravel,RL,3.6,3.5,4.1,3.775,404535,195743,13049510
P02469,Karapakkam,1071,29-09-2011,94,1.0,1.0,3,Normal Sale,No,02-10-1998,House,AllPub,Paved,RH,2.5,2.5,2.7,2.58,233217,97174,6478250
P02721,Adyar,777,11-08-2011,196,1.0,1.0,2,Partial,Yes,17-08-1986,Others,NoSeWa,No Access,RM,4.7,4.5,2.0,3.31,281067,51103,8517175
P04967,Anna Nagar,1993,26-05-2010,15,2.0,1.0,5,Family,Yes,04-06-1974,House,ELO,Paved,RL,3.0,3.5,4.0,3.525,366527,257926,13575070
P06554,Chrompet,751,25-07-2009,162,1.0,1.0,2,AbNormal,Yes,29-07-1992,Others,ELO,No Access,RM,4.3,4.4,3.9,4.22,279992,127269,8484620
P06293,Chrompet,774,19-09-2009,50,1.0,1.0,2,AbNormal,Yes,28-09-1973,Others,AllPub,Paved,RM,2.9,3.9,5.0,3.93,227610,63731,9104380
P03575,Adyar,1236,24-02-2011,36,2.0,2.0,4,AbNormal,No,01-03-1990,Commercial,ELO,No Access,C,2.4,3.6,3.7,3.29,426935,166030,11859315
P05300,Chrompet,1065,23-03-2010,127,1.0,1.0,3,AdjLand,No,01-04-1973,Others,NoSewr ,Paved,RL,3.2,2.5,2.3,2.65,232284,26802,8934000
P01447,Adyar,1153,01-05-2012,178,1.0,1.0,3,AdjLand,Yes,07-05-1988,House,NoSeWa,Gravel,A,3.0,3.0,3.1,3.05,317310,25051,8350260
P03698,KK Nagar,2207,30-01-2011,39,3.0,2.0,5,Family,No,05-02-1986,House,NoSeWa,Gravel,RH,2.8,3.2,3.2,3.08,454392,92944,10327100
P07860,KK Nagar,2416,10-07-2008,2,4.0,2.0,6,Family,Yes,16-07-1986,Commercial,NoSeWa,Paved,RM,3.9,4.0,3.8,3.89,628321,215985,19635040
P09999,Velachery,1768,08-04-2004,173,2.0,1.0,4,Normal Sale,No,19-04-1960,Others,ELO,Paved,RM,3.2,4.1,2.8,3.49,333851,73030,10432830
P05068,Chrompet,1236,05-05-2010,42,2.0,1.0,4,AdjLand,Yes,10-05-1990,Others,NoSewr ,Paved,RL,2.4,4.8,5.0,4.14,370937,168608,11240520
P03196,Karapakkam,1449,07-05-2011,49,2.0,2.0,4,Partial,Yes,16-05-1975,House,NoSeWa,Gravel,RL,3.1,2.3,4.6,3.46,354460,203815,8861500
P06788,KK Nagar,1668,24-05-2009,132,2.0,1.0,4,AdjLand,No,29-05-1988,Commercial,AllPub,Gravel,RH,2.7,3.6,2.0,2.69,424177,268645,14139220
P05340,Chrompet,700,14-03-2010,95,1.0,1.0,2,Family,Yes,16-03-2001,Others,AllPub,Paved,RH,2.8,3.7,4.2,3.58,237731,79244,7924350
P05775,Karapakkam,1125,24-12-2009,155,1.0,1.0,3,Normal Sale,No,06-01-1960,House,AllPub,Gravel,RL,3.1,2.8,3.9,3.33,343824,179075,7163000
P04294,Karapakkam,1631,28-09-2010,22,2.0,2.0,4,Normal Sale,Yes,02-10-1992,House,ELO,Paved,RL,4.5,2.6,4.3,3.85,428444,149024,9314000
P01798,Karapakkam,923,06-02-2012,129,1.0,1.0,3,AdjLand,Yes,08-02-2002,Others,ELO,No Access,RH,3.0,2.5,4.6,3.49,300833,125930,6996125
P03119,Karapakkam,950,23-05-2011,41,1.0,1.0,3,Normal Sale,Yes,27-05-1993,Commercial,NoSeWa,Gravel,A,3.1,2.9,3.9,3.36,362138,96570,8047500
P08576,Velachery,1940,02-11-2007,34,3.0,2.0,5,Normal Sale,Yes,06-11-1988,Commercial,AllPub,Gravel,RL,4.1,3.4,3.7,3.67,622914,177975,17797530
P00403,Chrompet,711,12-05-2014,116,1.0,1.0,2,AdjLand,Yes,15-05-2002,Others,NoSeWa,No Access,RL,2.6,3.2,2.8,2.9,249558,64402,8050270
P03853,Adyar,971,29-12-2010,161,1.0,1.0,3,Partial,Yes,07-01-1974,House,NoSeWa,Paved,A,2.0,4.5,4.6,3.8,201160,88008,6286255
P02492,Anna Nagar,1554,24-09-2011,196,1.0,1.0,4,Normal Sale,No,30-09-1987,Commercial,NoSewr ,Gravel,RL,2.5,2.2,2.6,2.465,525545,108733,18122230
P01820,Karapakkam,1155,01-02-2012,97,1.0,1.0,3,Partial,Yes,04-02-1999,Others,AllPub,Paved,I,2.7,2.3,2.6,2.54,240153,58219,7277375
P03319,T Nagar,1504,14-04-2011,136,1.0,1.0,4,AdjLand,Yes,15-04-2006,Commercial,AllPub,Gravel,RM,3.4,2.5,3.7,3.31,509070,162902,20362800
P05752,Karapakkam,1121,29-12-2009,196,1.0,1.0,3,Family,No,06-01-1979,Others,NoSeWa,Paved,I,4.3,2.9,3.2,3.44,216418,64340,5849125
P03926,Karapakkam,1613,12-12-2010,151,2.0,2.0,4,Family,Yes,20-12-1979,Others,ELO,Gravel,RL,4.8,4.4,4.6,4.6,335598,183053,10169625
P02746,Karapakkam,1537,06-08-2011,146,2.0,2.0,4,AdjLand,No,18-08-1962,House,NoSewr ,Gravel,RL,4.6,2.6,2.6,3.2,254228,84743,8474250
P06040,Karapakkam,1091,04-11-2009,49,1.0,1.0,3,Normal Sale,Yes,07-11-1997,House,ELO,Paved,I,2.7,4.8,2.4,3.21,315347,67095,6709500
P00844,Anna Nagar,1730,21-06-2013,138,1.0,1.0,4,Family,No,25-06-1997,Others,ELO,Gravel,RM,4.4,3.8,2.2,3.37,390262,83628,13937920
P09767,Velachery,1782,01-09-2005,13,2.0,1.0,4,AbNormal,Yes,06-09-1985,Others,AllPub,Gravel,C,2.1,2.2,2.7,2.33,308222,154111,10274050
P03927,Chrompet,887,12-12-2010,95,1.0,1.0,3,AbNormal,No,16-12-1992,Commercial,NoSeWa,Paved,RH,2.6,4.0,4.7,3.79,270704,156176,10411700
P06239,Karapakkam,806,30-09-2009,54,1.0,1.0,2,Partial,Yes,13-10-1959,Commercial,AllPub,No Access,A,4.9,2.4,2.3,,164055,98433,5468500
P01408,Chrompet,1234,27-05-2012,6,2.0,1.0,4,Partial,No,06-06-1975,Commercial,NoSeWa,Paved,RM,2.4,4.7,4.9,4.07,345554,55289,13822150
P05600,KK Nagar,1587,27-01-2010,80,2.0,1.0,4,Family,No,28-01-2005,House,NoSeWa,Paved,RL,2.5,2.9,4.1,3.26,368332,161707,8983700
P03704,Velachery,1648,28-01-2011,111,2.0,1.0,4,Family,Yes,31-01-1998,Others,NoSeWa,Paved,C,4.3,2.9,2.0,2.98,275120,82536,9170660
P03791,Anna Nagar,1915,10-01-2011,13,2.0,1.0,5,Partial,Yes,20-01-1970,Others,NoSeWa,Gravel,RH,4.6,2.3,4.5,3.985,354391,170107,14175620
P06817,Chrompet,737,14-05-2009,145,1.0,1.0,2,Family,No,23-05-1972,Others,AllPub,No Access,RH,4.5,2.3,3.2,3.23,166321,41580,5940040
P06753,Chrompet,1098,05-06-2009,63,1.0,1.0,3,Normal Sale,Yes,06-06-2005,Commercial,NoSewr ,No Access,RL,2.3,3.8,4.3,3.5,388739,67024,13404800
P04357,Adyar,1082,16-09-2010,4,1.0,1.0,3,AdjLand,No,22-09-1984,House,AllPub,Gravel,C,3.6,4.3,2.1,2.99,284144,110500,7892890
P07080,Velachery,1628,03-03-2009,114,2.0,1.0,4,AbNormal,Yes,06-03-1999,Others,NoSeWa,Paved,RL,2.1,3.3,2.1,2.64,416336,131474,10956200
P00901,TNagar,1782,13-05-2013,168,1.0,1.0,4,Family,No,18-05-1993,House,NoSewr ,Gravel,RH,4.8,4.4,4.3,4.475,375257,181576,12105050
P03754,Karapakkam,589,15-01-2011,101,1.0,1.0,2,Family,Yes,27-01-1964,Others,NoSeWa,Paved,RL,2.0,2.6,3.5,2.78,303081,115171,6061625
P00803,Chrompet,1158,13-07-2013,4,1.0,1.0,3,Family,Yes,19-07-1988,Others,NoSeWa,Gravel,RL,4.4,2.7,2.0,3.0,327199,137213,10554810
P03208,Chrompet,1210,05-05-2011,124,2.0,1.0,4,AbNormal,No,14-05-1972,House,AllPub,Gravel,RM,2.7,4.7,4.2,3.95,299018,109640,9967250
P00688,Chrompet,780,15-10-2013,101,1.0,1.0,2,Family,Yes,25-10-1975,House,NoSeWa,Gravel,RH,3.2,3.3,2.1,2.91,232410,37486,7497100
P08281,KK Nagar,2047,01-03-2008,70,3.0,2.0,5,Normal Sale,Yes,09-03-1979,Others,NoSeWa,Paved,RL,5.0,3.3,3.2,3.77,515696,167901,11992920
P08131,KK Nagar,2483,14-04-2008,87,4.0,2.0,6,AdjLand,Yes,16-04-2000,House,NoSewr ,Paved,RM,4.1,3.0,2.9,3.29,457629,305086,13867560
P00350,T Nagar,1932,13-06-2014,93,2.0,1.0,5,Partial,Yes,14-06-2009,Others,AllPub,No Access,RM,4.6,3.4,4.2,4.12,569795,230998,15399860
P02501,KK Nagar,1961,23-09-2011,197,3.0,2.0,5,Normal Sale,Yes,27-09-1995,Others,NoSeWa,Paved,RM,3.8,4.8,4.2,4.26,391119,176634,12616740
P06866,Adyar,907,03-05-2009,6,1.0,1.0,3,Partial,Yes,12-05-1975,House,NoSewr ,Gravel,A,4.0,3.1,2.7,3.17,206045,26586,6646610
P03943,KK Nagar,1990,08-12-2010,192,3.0,2.0,5,AbNormal,Yes,10-12-2002,Others,AllPub,Paved,RH,3.1,2.8,4.2,3.45,506581,153152,11780960
P08108,KK Nagar,2457,24-04-2008,179,4.0,2.0,6,AdjLand,Yes,02-05-1979,Others,NoSewr ,Paved,RL,4.5,5.0,3.2,4.13,486749,194700,13907120
P09413,Chrompet,838,18-12-2006,31,1.0,1.0,3,AbNormal,No,24-12-1981,Others,NoSewr ,Gravel,RL,4.9,2.5,2.2,3.13,234411,108834,8371810
P07836,T Nagar,1515,18-07-2008,63,1.0,1.0,4,AbNormal,No,27-07-1975,Others,AllPub,No Access,RL,2.9,4.2,3.4,3.45,433793,205481,11415610
P03747,Karapakkam,986,17-01-2011,107,1.0,1.0,3,AdjLand,Yes,28-01-1967,Commercial,ELO,Gravel,RL,3.4,4.8,3.5,3.86,334048,135707,10439000
P09142,Adyar,978,22-03-2007,187,1.0,1.0,3,Family,No,28-03-1982,House,NoSeWa,No Access,RH,2.1,4.0,2.4,2.63,217702,34016,6803175
P09834,Velachery,1525,27-03-2005,171,2.0,1.0,4,Family,Yes,02-04-1981,Commercial,ELO,Gravel,I,3.1,2.2,3.7,2.88,456645,188030,13430730
P04006,Karapakkam,975,25-11-2010,78,1.0,1.0,3,AdjLand,Yes,27-11-2002,Commercial,NoSewr ,Paved,A,3.5,3.7,4.0,3.76,363484,123915,8261000
P09484,Adyar,850,17-11-2006,179,1.0,1.0,3,Partial,No,22-11-1986,House,NoSewr ,Paved,I,5.0,4.9,4.4,4.68,223553,52601,6575100
P07448,T Nagar,1575,06-11-2008,172,1.0,1.0,4,Partial,No,17-11-1965,House,NoSewr ,No Access,RL,2.5,3.8,3.3,3.185,300066,80018,10002210
P00195,Anna Nagar,1764,05-10-2014,143,1.0,1.0,4,Normal Sale,Yes,11-10-1988,Commercial,NoSeWa,Paved,RL,2.5,4.5,3.5,3.4,650532,223620,20329120
P04615,Karapakkam,1074,30-07-2010,13,1.0,1.0,3,Family,No,10-08-1965,Commercial,NoSewr ,No Access,I,3.9,2.1,4.1,3.44,341255,130694,7260750
P02545,Karapakkam,586,13-09-2011,45,1.0,1.0,2,AbNormal,No,23-09-1969,Others,NoSewr ,Paved,RH,3.3,3.4,2.2,2.89,203702,71059,4737250
P06983,KK Nagar,2060,01-04-2009,197,3.0,2.0,5,Family,Yes,08-04-1980,Commercial,AllPub,Gravel,RM,2.5,3.7,2.5,2.86,883743,396783,18035580
P00776,Chrompet,744,01-08-2013,112,1.0,1.0,2,AbNormal,Yes,08-08-1985,House,ELO,No Access,RH,3.6,3.1,2.4,3.04,174992,32406,6481200
P05027,Karapakkam,1671,14-05-2010,81,2.0,2.0,4,Normal Sale,No,24-05-1968,House,NoSewr ,Paved,I,2.9,3.1,2.3,2.72,301092,82116,6843000
P09004,Velachery,1528,17-05-2007,176,2.0,1.0,4,Family,No,29-05-1957,Others,ELO,Gravel,A,4.2,4.3,5.0,4.49,262180,56688,7085950
P06532,Chrompet,748,30-07-2009,93,1.0,1.0,2,AdjLand,No,07-08-1978,Commercial,AllPub,Gravel,RL,4.7,4.3,2.9,4.0,311090,139454,10727250
P04515,KK Nagar,2273,16-08-2010,177,4.0,2.0,6,Normal Sale,Yes,19-08-1996,Commercial,NoSeWa,Paved,RH,4.4,2.4,3.3,3.36,536372,321823,17879080
P02562,Adyar,1063,11-09-2011,28,1.0,1.0,3,Family,Yes,14-09-1996,Others,ELO,Paved,A,2.1,2.9,4.1,3.26,293859,115997,7733125
P03001,Adyar,801,16-06-2011,194,1.0,1.0,3,Normal Sale,No,21-06-1991,Commercial,NoSeWa,No Access,C,4.4,4.6,3.2,3.84,287086,50662,8443700
P01583,Karapakkam,888,14-03-2012,9,1.0,1.0,2,Normal Sale,Yes,23-03-1979,House,NoSeWa,Gravel,I,3.9,5.0,3.7,4.15,295447,64228,6422750
P04242,KK Nagar,2088,08-10-2010,161,3.0,2.0,5,Family,Yes,12-10-1992,Others,NoSewr ,Paved,RM,2.7,4.3,3.6,3.54,605347,270474,12879720
P02283,Chrompet,942,31-10-2011,191,1.0,1.0,3,AdjLand,No,04-11-1994,House,NoSewr ,No Access,RL,2.2,5.0,4.7,4.07,225230,93199,7766550
P09270,Adyar,924,06-02-2007,100,1.0,1.0,3,Family,No,12-02-1981,Commercial,AllPub,No Access,RH,3.7,2.7,3.1,3.2,359448,42288,10571990
P02293,Chrompet,966,30-10-2011,163,1.0,1.0,3,Partial,No,08-11-1975,Commercial,NoSewr ,Paved,RH,2.5,3.4,2.1,2.74,292841,135962,10458600
P04482,Karapakkam,1156,22-08-2010,46,1.0,1.0,3,AdjLand,No,24-08-2003,Commercial,AllPub,Gravel,I,2.3,4.7,4.2,3.78,351969,160900,10056250
P03340,Chrompet,1138,11-04-2011,70,1.0,1.0,3,Family,No,21-04-1971,Commercial,NoSeWa,Paved,RH,2.0,3.1,4.4,3.16,388423,164786,11770400
P05169,KK Nagar,2450,16-04-2010,197,4.0,2.0,6,Normal Sale,No,23-04-1980,House,NoSewr ,Gravel,RM,3.4,2.8,3.0,3.06,562797,137573,12506600
P00138,Chrompet,780,13-11-2014,37,1.0,1.0,2,AbNormal,No,17-11-1999,House,ELO,No Access,RL,4.7,3.0,3.9,3.78,202872,98164,6544250
P03322,Karapakkam,501,13-04-2011,168,1.0,1.0,2,Normal Sale,No,17-04-1992,Commercial,AllPub,Paved,I,3.5,4.4,3.7,3.85,247423,118088,5623250
P03879,KK Nagar,1500,24-12-2010,48,2.0,1.0,4,AdjLand,No,28-12-1995,Commercial,NoSeWa,Paved,RL,4.7,3.0,3.0,3.51,530372,132593,13259300
